account_age_days,orders_count,total_spent,avg_order_value,days_since_last_order,favorites_count,churned
154,0,0.0,82.38,154,2,1
412,4,136.2,34.05,20,1,1
714,4,172.44,43.11,177,0,1
1080,1,66.78,66.78,147,2,1
6,3,117.81,39.27,6,8,0
786,3,112.59,37.53,165,3,1
926,4,122.2,30.55,111,2,0
1041,4,527.44,131.86,178,2,1
464,6,634.26,105.71,178,2,1
130,3,196.68,65.56,45,2,0
297,9,990.45,110.05,80,3,0
931,5,575.95,115.19,18,4,0
961,7,414.12,59.16,127,4,1
697,2,65.66,32.83,20,4,0
135,5,414.05,82.81,135,3,1
134,5,663.05,132.61,134,3,0
524,2,201.2,100.6,75,5,0
644,6,882.18,147.03,114,0,0
36,4,457.2,114.3,36,1,0
751,3,603.96,201.32,137,6,1
596,4,343.32,85.83,80,6,0
14,4,220.36,55.09,14,2,0
105,2,209.44,104.72,8,0,0
498,4,542.96,135.74,41,4,0
791,1,76.74,76.74,59,4,0
903,9,1041.84,115.76,66,3,0
472,3,154.44,51.48,122,2,0
324,3,341.94,113.98,143,2,1
1060,7,1780.17,254.31,10,4,0
502,0,0.0,51.8,502,1,1
346,5,398.85,79.77,148,3,1
484,2,193.84,96.92,92,4,1
14,2,127.12,63.56,14,3,0
331,4,215.92,53.98,80,1,1
565,3,212.07,70.69,110,2,1
1005,3,376.71,125.57,108,5,1
808,4,92.92,23.23,150,1,1
855,0,0.0,38.32,855,1,1
597,5,312.05,62.41,146,3,1
121,4,470.52,117.63,19,4,0
428,5,351.75,70.35,76,2,1
1091,3,137.55,45.85,88,2,1
49,4,621.92,155.48,49,5,0
962,4,313.72,78.43,173,3,1
749,3,160.05,53.35,81,3,1
311,2,192.12,96.06,63,3,1
852,4,373.52,93.38,162,6,1
916,5,398.4,79.68,134,2,1
48,6,264.48,44.08,48,1,1
117,1,116.31,116.31,117,3,1
729,7,1195.53,170.79,55,1,0
1094,3,262.08,87.36,44,4,0
27,4,103.08,25.77,4,1,0
729,4,874.84,218.71,15,6,0
150,1,95.58,95.58,150,4,1
712,4,141.52,35.38,14,1,0
682,2,225.88,112.94,138,2,1
99,3,398.85,132.95,14,1,0
745,9,648.27,72.03,42,1,0
982,5,100.25,20.05,64,3,1
945,1,82.0,82.0,39,1,1
32,7,242.69,34.67,23,4,0
270,4,389.52,97.38,178,3,1
264,3,135.87,45.29,73,3,0
496,5,455.05,91.01,77,3,0
157,3,163.65,54.55,136,2,0
935,3,252.78,84.26,165,3,1
850,4,459.2,114.8,54,4,0
885,3,349.89,116.63,82,2,1
217,3,124.2,41.4,87,4,1
16,2,117.46,58.73,16,2,0
997,6,362.52,60.42,23,3,0
317,5,405.9,81.18,166,8,1
718,4,553.0,138.25,126,2,0
995,2,129.8,64.9,123,8,1
40,2,183.74,91.87,40,4,1
6,7,440.86,62.98,6,4,0
6,6,272.76,45.46,6,1,0
172,4,97.88,24.47,22,7,0
57,0,0.0,52.53,57,3,0
898,1,31.2,31.2,42,3,0
663,5,162.05,32.41,139,2,0
1073,5,426.3,85.26,51,1,0
877,2,182.44,91.22,118,2,1
1054,5,598.2,119.64,111,3,0
261,6,103.98,17.33,131,7,0
315,3,324.96,108.32,172,1,1
930,2,17.24,8.62,77,3,1
268,7,319.55,45.65,156,5,0
63,8,504.88,63.11,54,0,0
733,5,227.35,45.47,174,3,1
877,4,276.08,69.02,90,1,1
1060,4,312.16,78.04,152,1,1
1016,2,13.92,6.96,149,4,1
132,1,92.91,92.91,115,0,0
845,7,351.33,50.19,174,7,1
926,5,530.1,106.02,122,3,1
764,2,216.56,108.28,109,1,1
897,6,442.62,73.77,46,3,0
917,7,815.85,116.55,68,1,0
489,5,193.85,38.77,2,2,0
44,6,276.6,46.1,44,7,0
500,4,67.64,16.91,110,1,1
221,4,379.36,94.84,126,0,1
125,3,209.34,69.78,114,5,1
137,5,313.35,62.67,45,2,0
763,5,301.0,60.2,180,6,1
552,3,164.49,54.83,79,4,0
591,4,130.36,32.59,126,3,1
816,6,168.48,28.08,25,5,0
600,4,685.88,171.47,108,1,1
690,1,89.7,89.7,73,5,1
95,6,369.54,61.59,95,4,1
932,6,340.98,56.83,138,3,1
491,3,251.64,83.88,169,2,1
170,2,259.78,129.89,57,4,1
890,4,299.24,74.81,119,2,1
804,4,830.84,207.71,114,5,0
59,3,290.91,96.97,46,3,0
212,4,201.4,50.35,59,2,0
18,4,110.64,27.66,18,4,0
297,2,252.2,126.1,27,2,0
110,6,214.98,35.83,73,2,1
777,3,318.84,106.28,134,2,0
572,6,509.58,84.93,152,3,1
1073,0,0.0,23.5,1073,4,1
820,4,330.72,82.68,121,1,1
670,4,368.36,92.09,149,5,1
558,3,165.99,55.33,42,0,1
60,6,319.2,53.2,60,0,0
77,2,114.8,57.4,77,4,0
675,2,248.6,124.3,148,0,1
5,4,205.6,51.4,5,3,0
47,3,54.27,18.09,28,2,0
240,2,140.0,70.0,10,1,0
968,3,48.93,16.31,111,1,1
503,5,405.95,81.19,50,6,0
777,4,135.48,33.87,67,4,1
451,4,238.56,59.64,84,0,0
190,5,171.3,34.26,135,1,1
407,4,597.04,149.26,64,2,1
101,9,760.86,84.54,101,1,1
843,2,65.9,32.95,90,6,1
201,7,521.29,74.47,10,1,0
412,2,57.58,28.79,125,3,1
1073,6,354.54,59.09,97,3,0
648,4,519.12,129.78,40,3,0
502,4,341.84,85.46,134,6,1
595,2,71.42,35.71,18,1,1
858,4,101.16,25.29,48,4,0
279,0,0.0,92.51,279,0,1
697,5,824.75,164.95,118,1,0
955,5,306.25,61.25,179,2,1
627,1,126.12,126.12,152,2,0
489,5,431.75,86.35,25,3,0
159,3,275.07,91.69,12,7,0
272,3,84.81,28.27,143,4,1
1035,2,117.6,58.8,105,4,0
593,4,245.8,61.45,65,2,0
330,2,24.54,12.27,160,7,1
458,2,86.2,43.1,33,2,0
633,3,139.14,46.38,23,5,0
589,2,70.38,35.19,90,4,1
766,4,229.48,57.37,49,5,0
282,3,309.75,103.25,42,3,0
711,7,735.42,105.06,113,7,0
485,3,417.84,139.28,55,2,0
1030,5,569.15,113.83,106,7,0
173,1,78.0,78.0,103,7,0
163,2,283.56,141.78,143,1,1
506,2,97.54,48.77,176,4,1
557,1,65.2,65.2,114,5,1
756,2,344.4,172.2,52,2,0
443,4,191.16,47.79,104,1,0
1000,3,30.42,10.14,87,1,0
519,2,51.5,25.75,82,4,1
142,9,548.28,60.92,63,0,0
131,2,69.9,34.95,15,2,0
1065,2,47.74,23.87,45,3,0
147,8,853.04,106.63,107,4,0
1037,5,432.35,86.47,13,2,1
305,5,65.05,13.01,29,2,0
103,2,238.4,119.2,103,2,1
334,4,792.76,198.19,180,2,0
673,4,170.32,42.58,31,2,0
469,2,174.96,87.48,15,1,1
860,5,160.5,32.1,63,5,1
669,2,144.52,72.26,14,3,1
439,3,267.51,89.17,162,1,1
695,3,183.36,61.12,142,3,1
1063,3,115.35,38.45,22,6,0
451,4,189.72,47.43,19,2,0
168,3,47.22,15.74,98,0,0
448,5,337.1,67.42,73,2,0
920,3,470.52,156.84,125,5,0
239,5,128.35,25.67,167,6,1
1039,2,277.38,138.69,61,3,0
644,5,271.65,54.33,142,2,1
659,5,77.3,15.46,60,2,1
347,2,214.92,107.46,42,2,0
1007,2,136.02,68.01,175,6,1
40,4,120.92,30.23,40,2,0
327,1,39.85,39.85,26,3,0
458,3,137.49,45.83,107,1,1
523,2,118.2,59.1,108,3,1
519,4,288.4,72.1,88,0,1
162,3,221.1,73.7,16,3,0
247,8,810.08,101.26,22,2,0
105,6,398.58,66.43,105,3,0
627,3,240.57,80.19,29,3,0
384,7,476.63,68.09,50,6,0
619,6,1451.88,241.98,145,4,0
646,4,25.2,6.3,61,4,0
768,6,158.88,26.48,63,3,0
599,5,159.8,31.96,165,3,1
709,9,582.39,64.71,144,1,0
643,7,478.31,68.33,128,3,0
714,6,330.48,55.08,35,3,0
675,4,351.2,87.8,52,1,1
346,5,476.35,95.27,108,5,0
270,3,176.22,58.74,151,5,0
862,7,715.96,102.28,91,4,0
375,3,160.02,53.34,134,5,1
601,3,231.96,77.32,59,3,1
216,5,46.0,9.2,66,4,1
472,1,59.32,59.32,110,2,1
580,4,418.68,104.67,103,4,1
685,2,15.62,7.81,23,2,1
576,5,325.8,65.16,70,8,0
395,5,154.1,30.82,155,4,0
1053,2,148.38,74.19,97,8,1
561,3,164.73,54.91,134,3,1
885,3,237.45,79.15,149,5,1
806,5,192.4,38.48,52,3,1
611,5,287.3,57.46,43,5,0
970,5,148.5,29.7,105,2,1
141,6,275.1,45.85,87,4,0
1008,5,353.2,70.64,163,3,1
931,8,141.2,17.65,33,0,0
551,1,59.22,59.22,77,3,1
803,5,128.55,25.71,9,5,0
570,6,314.88,52.48,66,2,0
295,6,138.12,23.02,106,2,0
876,5,919.65,183.93,144,4,0
270,3,313.14,104.38,152,3,0
345,3,164.16,54.72,1,2,0
569,3,414.21,138.07,157,1,1
917,4,157.4,39.35,124,3,1
421,3,362.82,120.94,37,4,0
541,4,320.64,80.16,39,3,0
46,2,81.0,40.5,46,1,1
127,3,268.05,89.35,125,8,0
62,2,214.56,107.28,38,5,0
79,6,363.66,60.61,79,3,1
951,2,199.82,99.91,155,2,1
922,5,474.0,94.8,4,2,0
900,3,224.64,74.88,93,1,1
61,4,91.76,22.94,61,2,1
85,8,584.88,73.11,1,1,0
307,9,64.08,7.12,99,0,0
619,3,178.71,59.57,101,4,1
366,0,0.0,85.75,366,7,1
534,8,252.64,31.58,98,4,0
190,2,203.22,101.61,127,2,1
800,1,44.4,44.4,52,3,0
344,2,64.26,32.13,90,4,0
73,3,278.91,92.97,73,4,0
813,1,140.15,140.15,7,0,0
988,3,203.88,67.96,39,4,1
17,4,537.2,134.3,17,3,0
478,3,121.59,40.53,89,2,1
905,1,35.29,35.29,175,4,1
773,6,695.76,115.96,154,2,1
938,4,344.2,86.05,40,3,0
455,3,74.46,24.82,180,3,1
408,4,589.64,147.41,156,4,1
776,1,59.59,59.59,76,3,1
169,7,439.95,62.85,112,6,0
262,6,955.32,159.22,51,1,0
658,5,682.45,136.49,15,1,0
732,5,652.15,130.43,43,5,0
131,3,121.86,40.62,131,4,1
557,6,448.44,74.74,103,4,0
400,5,417.4,83.48,80,2,0
549,5,166.55,33.31,87,5,1
1049,5,127.1,25.42,143,8,1
84,4,228.76,57.19,84,7,0
1090,3,302.88,100.96,115,3,1
492,8,65.04,8.13,91,2,1
845,3,197.82,65.94,1,0,0
465,1,27.85,27.85,61,5,0
341,6,639.3,106.55,23,4,0
844,1,76.65,76.65,140,4,1
753,5,137.3,27.46,64,3,0
158,0,0.0,107.81,158,2,1
772,1,76.34,76.34,87,5,1
824,4,217.52,54.38,87,5,1
425,4,741.12,185.28,168,1,1
1013,4,231.92,57.98,33,3,0
702,8,357.52,44.69,148,3,1
365,6,537.42,89.57,39,2,0
12,5,760.4,152.08,12,8,0
739,3,26.31,8.77,97,5,0
229,7,841.61,120.23,98,4,0
828,4,367.68,91.92,127,3,1
575,6,831.12,138.52,17,3,0
511,4,498.88,124.72,144,3,1
180,2,163.38,81.69,135,4,1
779,3,271.8,90.6,36,3,0
182,4,272.64,68.16,16,7,0
458,2,283.76,141.88,131,3,1
915,7,279.86,39.98,17,5,0
1007,1,67.63,67.63,105,1,1
1083,8,809.52,101.19,46,1,0
1049,3,323.82,107.94,130,6,1
609,4,432.64,108.16,167,3,1
220,3,258.66,86.22,152,3,0
918,3,325.77,108.59,135,5,1
877,4,361.48,90.37,116,0,1
1084,6,958.62,159.77,14,1,0
713,1,39.04,39.04,171,1,1
155,3,325.05,108.35,155,2,1
551,7,432.18,61.74,12,1,0
491,3,213.39,71.13,142,1,1
923,2,333.16,166.58,20,3,0
430,1,165.26,165.26,109,3,1
360,6,851.16,141.86,45,5,0
88,11,533.72,48.52,23,1,0
914,6,272.58,45.43,42,3,0
827,2,54.82,27.41,58,3,1
46,7,1041.67,148.81,46,0,0
475,4,136.12,34.03,55,5,0
525,7,385.42,55.06,84,0,1
514,7,340.41,48.63,116,2,1
1006,5,224.45,44.89,84,2,0
165,3,51.78,17.26,106,4,1
336,5,259.65,51.93,70,4,1
198,3,224.01,74.67,50,1,0
268,7,212.17,30.31,27,2,1
993,3,122.55,40.85,56,0,1
1030,0,0.0,136.78,1030,5,1
49,1,36.25,36.25,49,2,1
692,8,507.44,63.43,118,5,1
255,7,462.28,66.04,153,7,1
211,0,0.0,41.38,211,3,1
320,3,346.02,115.34,23,2,0
213,4,534.84,133.71,147,2,0
537,1,25.12,25.12,131,2,1
1090,4,192.04,48.01,57,3,0
642,5,196.8,39.36,180,2,1
792,2,110.7,55.35,116,3,1
540,2,132.22,66.11,135,2,1
16,5,90.65,18.13,16,4,0
93,5,329.6,65.92,80,7,0
295,4,54.24,13.56,63,4,1
267,3,498.06,166.02,132,2,1
920,3,379.92,126.64,147,6,1
923,1,12.51,12.51,155,5,1
935,7,519.47,74.21,60,7,0
698,4,82.88,20.72,139,4,1
609,6,637.56,106.26,124,3,0
711,4,204.76,51.19,3,6,0
446,6,724.38,120.73,144,3,1
734,3,330.24,110.08,24,2,0
870,3,164.94,54.98,24,3,1
835,1,62.88,62.88,20,3,0
672,3,120.27,40.09,99,3,1
64,8,173.36,21.67,6,2,0
794,2,130.4,65.2,91,2,0
402,7,680.89,97.27,129,4,0
814,3,209.67,69.89,97,4,0
591,3,182.76,60.92,49,1,1
965,5,451.15,90.23,61,1,0
371,9,537.84,59.76,130,2,0
1019,5,371.4,74.28,62,3,0
924,7,376.11,53.73,120,1,0
363,1,64.29,64.29,124,4,1
528,5,145.05,29.01,95,4,0
582,4,173.6,43.4,67,7,1
841,3,489.84,163.28,11,4,0
754,3,80.22,26.74,135,2,1
933,7,1187.55,169.65,55,1,0
405,5,362.85,72.57,82,4,0
553,4,85.52,21.38,5,4,0
472,5,539.75,107.95,134,2,0
996,4,103.04,25.76,164,1,1
334,2,204.24,102.12,159,5,1
643,3,253.29,84.43,56,2,0
132,1,69.61,69.61,17,5,0
931,3,235.23,78.41,18,2,0
421,4,323.72,80.93,69,6,0
373,7,409.29,58.47,1,1,1
638,8,1413.36,176.67,33,1,0
546,2,278.98,139.49,111,5,1
928,5,527.55,105.51,8,4,0
582,1,53.82,53.82,112,2,1
566,1,50.63,50.63,157,2,1
115,5,403.45,80.69,115,5,1
25,6,305.7,50.95,25,1,0
437,2,117.62,58.81,52,3,0
1093,4,426.56,106.64,117,2,1
1004,3,427.68,142.56,9,2,0
689,5,409.15,81.83,43,6,0
691,7,528.85,75.55,141,2,0
429,2,41.26,20.63,37,4,0
195,3,311.01,103.67,55,1,0
10,5,551.95,110.39,10,4,0
371,1,125.45,125.45,60,2,1
347,1,240.45,240.45,134,2,1
210,6,297.6,49.6,164,0,1
284,4,614.92,153.73,97,5,0
28,6,869.7,144.95,28,1,0
666,2,152.76,76.38,132,3,1
1015,4,103.64,25.91,73,2,1
756,1,135.26,135.26,82,1,1
491,5,782.7,156.54,172,2,0
460,6,191.22,31.87,70,3,0
337,1,98.41,98.41,48,2,1
156,8,584.16,73.02,4,2,0
655,3,211.86,70.62,4,5,0
620,3,63.9,21.3,139,3,1
9,3,400.05,133.35,9,2,0
455,1,54.15,54.15,134,3,0
305,1,190.6,190.6,8,1,0
187,5,306.15,61.23,144,2,1
770,5,248.75,49.75,74,4,1
576,1,53.36,53.36,147,5,1
694,6,378.78,63.13,150,4,1
781,6,372.18,62.03,103,3,1
1075,2,267.26,133.63,176,5,1
879,4,246.56,61.64,171,0,1
679,6,877.56,146.26,127,1,0
962,2,263.58,131.79,89,3,1
523,5,608.8,121.76,167,1,0
1078,3,328.74,109.58,175,4,0
834,3,105.42,35.14,74,7,1
713,6,683.28,113.88,59,6,0
989,3,396.15,132.05,55,3,0
564,2,302.78,151.39,169,6,1
789,3,67.11,22.37,28,7,0
312,4,513.48,128.37,1,5,0
1054,5,114.3,22.86,91,4,1
682,6,608.7,101.45,172,3,1
856,1,91.69,91.69,59,0,0
505,6,239.4,39.9,91,3,0
949,2,150.9,75.45,20,4,0
82,4,265.84,66.46,82,3,0
125,7,664.58,94.94,125,4,0
555,6,441.72,73.62,115,3,1
802,2,175.08,87.54,23,4,0
886,2,119.06,59.53,18,2,1
482,4,909.48,227.37,134,4,0
711,2,177.84,88.92,24,2,1
606,4,214.72,53.68,13,2,0
1052,6,309.48,51.58,161,2,1
716,2,221.08,110.54,95,4,1
457,0,0.0,291.35,457,0,1
1061,6,841.2,140.2,122,7,0
118,5,355.95,71.19,63,8,0
1078,3,61.08,20.36,43,3,1
169,6,248.94,41.49,94,4,0
316,0,0.0,48.83,316,1,1
899,3,58.2,19.4,54,3,1
803,3,192.03,64.01,107,2,1
1062,5,513.55,102.71,170,1,1
821,7,394.52,56.36,109,4,0
697,10,1174.6,117.46,136,3,0
380,7,357.84,51.12,57,7,0
6,6,166.92,27.82,6,2,0
136,2,91.12,45.56,68,2,1
326,4,168.8,42.2,125,4,0
45,4,92.76,23.19,9,4,0
556,4,145.0,36.25,156,3,1
851,5,85.35,17.07,54,3,0
1054,4,64.56,16.14,124,4,1
536,2,111.24,55.62,159,5,1
958,5,241.3,48.26,111,2,1
1079,6,1204.02,200.67,31,3,0
941,6,224.16,37.36,47,3,0
509,9,478.98,53.22,85,7,0
356,5,395.6,79.12,177,5,1
1070,3,366.87,122.29,122,9,1
265,3,444.66,148.22,111,4,0
451,4,318.88,79.72,145,2,1
81,3,193.8,64.6,26,1,0
869,5,219.65,43.93,15,2,0
711,1,73.76,73.76,106,1,1
93,6,849.24,141.54,93,0,0
243,3,216.72,72.24,47,4,0
608,3,270.57,90.19,113,3,1
592,4,455.52,113.88,28,2,0
878,3,257.52,85.84,36,4,1
292,8,760.8,95.1,161,5,1
1012,7,590.38,84.34,6,4,0
487,1,34.94,34.94,101,4,1
900,4,299.28,74.82,152,1,1
261,1,79.86,79.86,129,3,1
41,4,693.4,173.35,41,2,0
61,1,44.35,44.35,57,4,1
408,5,388.35,77.67,11,4,0
1043,4,221.64,55.41,23,5,0
54,7,1155.07,165.01,54,5,0
404,4,522.32,130.58,96,0,0
120,3,230.4,76.8,68,2,1
1020,5,32.05,6.41,53,2,0
739,2,267.86,133.93,15,4,0
835,3,73.26,24.42,23,3,0
781,7,123.2,17.6,52,3,0
719,3,353.31,117.77,167,1,1
847,3,277.44,92.48,59,3,0
9,5,437.0,87.4,9,3,0
947,5,228.55,45.71,104,4,0
810,2,42.98,21.49,23,2,0
809,3,24.06,8.02,73,4,0
431,7,609.77,87.11,132,2,1
877,4,111.64,27.91,20,2,0
418,4,385.36,96.34,167,5,1
54,3,92.43,30.81,54,3,1
994,1,77.94,77.94,165,3,1
257,2,67.92,33.96,132,1,0
112,5,557.95,111.59,112,3,0
681,2,169.84,84.92,92,4,1
256,3,221.25,73.75,3,5,0
939,4,151.8,37.95,12,4,0
486,3,70.56,23.52,33,2,1
5,7,612.29,87.47,5,2,0
1042,5,232.65,46.53,146,3,1
564,5,353.95,70.79,171,3,1
288,7,477.47,68.21,112,6,1
741,2,130.76,65.38,35,2,1
581,3,394.32,131.44,177,5,1
33,3,198.72,66.24,33,0,0
832,3,103.35,34.45,159,7,1
440,5,501.5,100.3,124,2,0
766,6,589.32,98.22,79,1,0
980,4,172.88,43.22,143,3,1
669,4,152.56,38.14,120,6,1
735,4,338.32,84.58,164,3,1
279,2,58.12,29.06,110,6,1
260,1,85.21,85.21,72,2,1
455,11,1676.29,152.39,18,3,0
933,8,796.4,99.55,179,5,0
574,3,471.66,157.22,141,1,1
381,4,284.36,71.09,19,0,0
853,10,709.7,70.97,110,4,0
934,5,380.15,76.03,149,5,1
988,4,360.84,90.21,126,7,0
328,7,609.42,87.06,49,3,0
777,0,0.0,39.08,777,3,1
646,3,201.99,67.33,169,2,1
492,6,773.76,128.96,67,4,0
435,10,335.4,33.54,157,4,1
126,5,21.15,4.23,84,3,0
301,3,227.85,75.95,138,2,1
602,4,356.96,89.24,44,1,0
970,4,356.88,89.22,109,1,0
948,5,115.4,23.08,101,2,1
206,4,131.72,32.93,39,4,1
744,2,252.42,126.21,123,9,1
93,1,125.04,125.04,84,0,1
739,3,207.42,69.14,118,1,1
375,4,329.04,82.26,7,3,0
493,3,107.31,35.77,23,4,0
786,5,136.15,27.23,128,5,1
465,5,91.15,18.23,180,4,1
884,5,134.1,26.82,21,5,0
584,6,493.26,82.21,5,5,0
1093,6,378.06,63.01,47,4,0
699,3,220.35,73.45,8,4,0
325,4,290.84,72.71,45,2,0
849,2,64.52,32.26,125,6,1
447,7,596.4,85.2,142,3,0
585,3,407.52,135.84,114,2,1
150,3,97.89,32.63,73,1,1
131,7,461.44,65.92,28,4,0
629,4,408.4,102.1,97,1,0
205,4,499.28,124.82,174,3,1
1092,7,637.28,91.04,38,4,0
937,5,178.45,35.69,98,2,0
767,2,33.38,16.69,61,4,0
804,4,221.96,55.49,65,2,0
652,7,428.4,61.2,93,1,0
66,1,124.92,124.92,31,4,0
430,6,313.5,52.25,35,4,0
543,4,127.8,31.95,8,2,0
1002,5,206.35,41.27,125,2,1
241,5,452.7,90.54,164,3,1
544,5,343.3,68.66,81,3,0
377,1,61.71,61.71,112,0,1
147,2,253.5,126.75,147,3,1
113,4,45.64,11.41,113,2,1
400,5,568.4,113.68,45,1,0
91,8,44.64,5.58,91,3,1
74,4,440.8,110.2,72,1,0
384,6,452.4,75.4,173,2,1
221,2,145.04,72.52,167,3,1
607,6,440.94,73.49,8,0,0
20,0,0.0,110.14,20,2,0
331,4,124.64,31.16,44,1,0
496,4,385.48,96.37,88,1,1
1054,4,448.12,112.03,135,4,1
695,3,191.7,63.9,23,3,0
964,5,226.5,45.3,3,0,0
376,1,19.61,19.61,74,6,1
492,4,1055.2,263.8,105,3,0
460,6,439.68,73.28,106,1,1
971,4,68.48,17.12,172,3,1
1050,4,137.92,34.48,46,3,0
1053,4,188.56,47.14,129,2,0
823,1,113.57,113.57,35,5,0
551,7,241.36,34.48,81,4,0
592,4,182.72,45.68,96,3,1
1073,5,514.45,102.89,78,0,0
312,3,161.97,53.99,32,2,0
380,6,428.76,71.46,35,4,0
982,3,76.2,25.4,158,3,1
423,4,117.08,29.27,172,5,1
258,5,159.8,31.96,14,3,0
614,6,393.18,65.53,42,3,0
356,9,638.91,70.99,178,1,1
975,2,150.58,75.29,22,9,0
995,5,632.4,126.48,97,3,0
335,7,315.49,45.07,53,1,1
580,1,21.68,21.68,178,5,1
1077,2,209.14,104.57,135,5,1
813,7,543.48,77.64,136,3,0
236,3,301.5,100.5,12,3,0
647,5,387.5,77.5,28,4,0
679,3,144.45,48.15,144,2,1
715,10,481.4,48.14,41,7,0
28,5,208.7,41.74,28,2,1
328,1,138.13,138.13,20,5,0
935,5,1037.1,207.42,4,1,0
265,6,562.26,93.71,132,2,0
328,7,407.05,58.15,32,5,0
353,3,131.67,43.89,31,3,0
195,0,0.0,85.33,195,6,1
171,4,102.52,25.63,129,1,0
380,5,459.45,91.89,39,1,0
957,5,211.1,42.22,155,3,1
2,3,21.39,7.13,2,3,0
310,7,1106.91,158.13,75,6,0
67,2,212.44,106.22,67,0,1
615,3,70.5,23.5,119,2,1
275,3,349.44,116.48,27,4,0
867,0,0.0,41.76,867,2,1
641,6,690.48,115.08,23,2,0
858,6,389.76,64.96,136,3,1
695,5,338.35,67.67,104,1,1
480,5,355.4,71.08,24,3,0
942,8,522.72,65.34,80,5,0
522,3,101.25,33.75,53,3,1
1040,2,316.74,158.37,169,3,1
1089,4,373.48,93.37,97,4,0
645,2,56.86,28.43,67,2,1
739,4,183.08,45.77,48,1,0
280,4,637.76,159.44,26,0,0
892,4,92.32,23.08,92,2,1
735,3,274.29,91.43,92,1,0
988,3,96.3,32.1,172,6,1
293,6,246.18,41.03,117,2,1
862,3,195.48,65.16,82,2,1
515,6,519.9,86.65,68,1,0
203,3,217.38,72.46,48,2,0
188,2,59.54,29.77,117,7,1
616,2,311.1,155.55,27,3,0
350,4,398.08,99.52,2,3,0
112,5,654.9,130.98,112,5,0
468,2,126.28,63.14,7,2,0
715,4,414.24,103.56,42,1,0
349,5,659.05,131.81,101,4,0
1046,3,246.33,82.11,35,6,1
853,3,241.77,80.59,121,1,1
561,6,542.94,90.49,100,0,0
1023,4,360.68,90.17,14,3,0
474,2,166.56,83.28,84,3,1
153,1,111.32,111.32,150,4,1
40,2,124.76,62.38,40,2,0
1027,2,298.7,149.35,122,1,1
1050,2,27.56,13.78,105,8,0
809,3,306.81,102.27,83,5,0
113,1,144.45,144.45,103,2,1
322,1,45.36,45.36,88,7,1
45,4,211.92,52.98,13,3,0
57,1,151.1,151.1,57,2,0
270,2,203.6,101.8,75,2,0
626,8,848.16,106.02,141,7,1
72,3,180.78,60.26,72,4,0
1078,4,228.6,57.15,104,4,0
498,2,120.78,60.39,69,4,0
289,5,281.25,56.25,114,1,1
565,7,426.86,60.98,180,3,1
865,2,191.24,95.62,151,2,1
342,3,164.82,54.94,43,5,1
52,6,193.86,32.31,51,4,1
56,1,140.23,140.23,56,2,1
933,8,360.64,45.08,119,4,0
123,4,211.8,52.95,122,4,1
696,7,175.63,25.09,141,3,1
421,5,406.2,81.24,99,5,0
851,3,132.15,44.05,149,5,1
67,3,94.29,31.43,8,3,0
983,13,1525.03,117.31,40,2,0
764,7,1228.36,175.48,93,5,0
492,3,145.56,48.52,95,6,1
227,2,205.1,102.55,174,2,1
1069,4,339.76,84.94,119,0,1
331,2,151.84,75.92,74,1,1
537,7,213.01,30.43,106,4,1
432,3,240.93,80.31,21,2,0
253,4,420.16,105.04,71,3,0
456,3,609.24,203.08,4,3,0
166,2,30.58,15.29,28,1,0
2,4,407.12,101.78,2,5,0
318,1,75.84,75.84,1,2,0
123,4,245.44,61.36,34,2,0
454,3,422.91,140.97,161,2,1
944,2,95.78,47.89,151,4,1
178,2,346.8,173.4,103,6,0
2,5,69.0,13.8,2,3,0
122,3,167.25,55.75,6,1,0
556,5,592.75,118.55,170,7,1
301,4,313.12,78.28,90,2,0
536,4,176.04,44.01,68,6,0
32,6,298.14,49.69,32,5,0
365,6,552.84,92.14,82,3,0
449,5,201.3,40.26,109,3,1
472,1,153.17,153.17,57,4,1
603,3,199.56,66.52,95,4,0
854,4,250.44,62.61,24,6,1
512,3,257.97,85.99,39,3,0
921,6,151.38,25.23,101,2,0
580,0,0.0,78.52,580,6,1
285,5,1102.6,220.52,34,6,0
251,4,261.32,65.33,105,2,0
353,3,230.58,76.86,11,1,1
654,2,218.44,109.22,92,3,0
266,9,1358.37,150.93,153,2,0
1001,2,155.98,77.99,62,4,0
525,3,182.01,60.67,144,1,1
945,8,929.52,116.19,71,3,0
748,1,39.94,39.94,167,4,1
365,4,594.76,148.69,114,1,0
250,7,877.87,125.41,59,0,0
814,10,1142.2,114.22,48,2,0
362,3,264.72,88.24,157,0,1
271,6,604.26,100.71,87,6,1
1018,1,100.65,100.65,72,2,1
528,3,248.82,82.94,106,4,1
54,4,192.6,48.15,14,5,0
542,7,717.15,102.45,34,0,0
505,7,209.09,29.87,83,2,0
946,4,137.0,34.25,53,1,1
779,6,919.62,153.27,100,1,0
210,3,101.1,33.7,63,3,1
165,1,133.8,133.8,78,3,0
661,3,98.49,32.83,141,2,1
52,4,252.76,63.19,52,4,1
350,4,269.2,67.3,53,5,1
152,7,166.11,23.73,64,1,0
23,6,572.58,95.43,23,6,0
1006,5,134.25,26.85,166,5,1
99,8,225.04,28.13,98,1,1
11,4,104.0,26.0,11,5,0
1021,1,13.57,13.57,108,2,1
207,3,338.67,112.89,130,2,0
894,4,197.84,49.46,169,4,1
35,4,230.4,57.6,35,2,0
168,6,376.02,62.67,125,4,0
122,2,102.04,51.02,100,3,1
